Id,ELEMID,ENTINAME,price
8980,510100I0000064342,永福路59号院,9766.256
14401,510100I0000074452,为民路社区文家东巷8号,9767
13882,510100I0000073616,解放路一段2号院,9767.048
3201,510100I0000006673,东湖上景,9767.373
607,510100I0000000902,蔡堰5组35号院,9767.541
9749,510100I0000066004,好日子花园恋家家园D区,9768.323
1410,510100I0000002169,/,9769.097
1918,510100I0000003903,临水居,9771.781
8924,510100I0000064246,教育建司宿舍,9771.874
5058,510100I0000052079,景华苑,9771.884
2402,510100I0000004701,恒大御府,9772.508
17835,510100I0000087610,乐平2组159号院,9772.787
2063,510100I0000004156,北正街130_154号院,9772.862
14222,510100I0000074213,营通街99号院,9773.002
18496,510100I0000089251,/,9774.866
4133,510100I0000036932,利济粮食站家属楼,9775.071
852,510100I0000001303,天府家苑,9775.118
16632,510100I0000084897,/,9775.546
5260,510100I0000053661,林湾村六组,9775.984
1121,510100I0000001719,石灰市街7号院,9776.423
1898,510100I0000003880,前锋路38号院,9776.591
8954,510100I0000064298,天伦家园小区,9776.684
2120,510100I0000004230,云溪山房,9776.786
8545,510100I0000063025,世纪花园,9777.02
272,510100I0000000420,学子巷1号-23号院,9777.625
494,510100I0000000716,庙山村三组97-106号院,9777.793
3033,510100I0000006185,城埝小区,9779.126
15413,510100I0000081783,团结镇永定村八组居民住宅,9779.154
3091,510100I0000006378,龙家湾,9779.555
17600,510100I0000087100,/,9779.603
15898,510100I0000083178,/,9779.668
3828,510100I0000035956,/,9780.293
18719,510100I0000089845,/,9780.749
18876,510100I0000090219,/,9781.15
1494,510100I0000002581,育才东路82号-122号院,9781.3
16929,510100I0000085602,/,9782.867
16486,510100I0000084575,/,9782.96
7820,510100I0000059307,柳城谊苑,9783.445
5178,510100I0000052760,金山御景蓝湾C区,9784.117
19213,510100I0000090985,/,9785.357
2715,510100I0000005326,蜀韵北庭,9785.471
2130,510100I0000004243,二环路东南段118号院,9785.508
4020,510100I0000036786,汇尚城,9785.872
18259,510100I0000088667,/,9786.515
4123,510100I0000036901,瑞云小区,9786.898
1962,510100I0000003962,教师宿舍,9787.095
6678,510100I0000056807,新都十二建筑小区,9787.095
17993,510100I0000088022,/,9787.458
7967,510100I0000060600,林湾名居-一期,9787.486
4131,510100I0000036909,瑞云小区,9787.59
16176,510100I0000083834,/,9787.888
4242,510100I0000037239,/,9788.774
3868,510100I0000036026,/,9789.13
2710,510100I0000005247,祥瑞花园住宅区,9789.755
1978,510100I0000003982,西正街(167_181号)院,9790.101
647,510100I0000000964,东街东巷97-119号院,9790.155
15992,510100I0000083386,精城花园,9790.175
14647,510100I0000074957,楠博苑,9790.324
15839,510100I0000083045,/,9790.529
15863,510100I0000083087,/,9792.435
4195,510100I0000037080,斑竹园镇忠义社区二组,9793.079
4412,510100I0000049029,金河马畔二期,9793.518
5085,510100I0000052139,金税苑,9793.677
8914,510100I0000064221,九寨沟县干部休养所,9793.808
4092,510100I0000036870,瑞云小区,9794.014
4394,510100I0000048282,/,9794.219
2068,510100I0000004166,邻城家园一期,9794.414
8970,510100I0000064322,吴家坝中街67号院,9794.798
7453,510100I0000058566,潮容苑,9796.003
5900,510100I0000055334,仪隆村广仪巷36号附20号院,9796.161
1862,510100I0000003817,清河御苑,9796.256
6521,510100I0000056439,喜安西街41号商住楼,9796.807
17198,510100I0000086213,/,9797.115
19175,510100I0000090902,/,9797.395
7950,510100I0000060440,中华园,9798.059
7101,510100I0000057762,东沙路社区,9798.507
14546,510100I0000074744,东阳豪庭,9798.955
17822,510100I0000087583,/,9799.853
7816,510100I0000059297,中国水利水电第七工程局基础工程处理研究部,9800.0205
6526,510100I0000056450,喜安西街15号院,9801.292
19348,510100I0000091273,/,9801.62
18889,510100I0000090255,/,9801.638
3950,510100I0000036584,幽兰园(丽阳小区B区),9801.684
743,510100I0000001136,干塘村1组107号-126号院,9803.592
16469,510100I0000084543,/,9804.124
8049,510100I0000061370,/,9804.61
284,510100I0000000432,新石路47号-75号院,9805.152
16443,510100I0000084470,/,9806.125
18681,510100I0000089762,/,9806.771
4093,510100I0000036871,瑞云小区,9806.874
6775,510100I0000057050,林江新苑,9809.333
15597,510100I0000082479,/,9809.867
1526,510100I0000002719,保水逸苑C区,9810.438
15871,510100I0000083103,/,9810.71
15416,510100I0000081790,为民路社区光荣北路75号,9810.747
15780,510100I0000082909,/,9811.523
3324,510100I0000007033,场镇社区斑龙路83号-97号,9811.926
17197,510100I0000086210,/,9812.431
8129,510100I0000061723,置信学府杏林,9812.936
5845,510100I0000055279,仪隆村望学巷80_100号院,9814.901
8124,510100I0000061718,绿茵豪庭B区,9815.182
3178,510100I0000006633,和谐居,9816.287
8539,510100I0000063018,世纪家园,9817.683
2002,510100I0000004047,星火五组6号院,9818.15
5063,510100I0000052091,金色新时代,9818.553
4541,510100I0000050350,月上悉尼KTV,9818.618
4236,510100I0000037208,/,9818.656
4045,510100I0000036823,瑞云小区,9818.693
11048,510100I0000068398,四川省商务厅宿舍,9819.293
8623,510100I0000063612,兴瑞花园,9819.461
15455,510100I0000081870,营康西路80号院,9820.257
17325,510100I0000086492,高碑村居民住宅,9820.388
18290,510100I0000088751,/,9820.95
6274,510100I0000056032,怡丽佳苑,9821.241
5276,510100I0000053732,/,9822.064
14387,510100I0000074433,科泰公寓,9822.195
19504,510100I0000091578,/,9822.71
19513,510100I0000091600,/,9823.114
8047,510100I0000061368,/,9823.3955
17998,510100I0000088034,/,9824.097
17723,510100I0000087381,/,9824.332
5886,510100I0000055320,仪隆村广仪巷26号附1号院,9825.925
5653,510100I0000054837,晨之曦,9826.234
8810,510100I0000064044,奇灵欣园,9826.412
17749,510100I0000087437,/,9826.534
9840,510100I0000066213,伊泰天骄,9826.993
1358,510100I0000002041,正北家园,9827.358
17021,510100I0000085816,/,9828.745
10854,510100I0000068113,一环路东三段5号院,9828.998
5757,510100I0000055003,岷江南四巷2_34号院,9830.076
4022,510100I0000036800,瑞云小区,9830.555
18478,510100I0000089215,/,9832.262
8571,510100I0000063119,高新公寓,9832.336
17312,510100I0000086468,/,9833.228
13871,510100I0000073593,城北商务广场花圃名居,9833.527
2395,510100I0000004680,泽瀚峰景,9834.943
9331,510100I0000065146,中海·城南官邸,9835.713
15249,510100I0000081364,爱民路125号院,9835.807
18108,510100I0000088277,/,9837.045
1727,510100I0000003537,杨柳河（安置房）三期,9837.411
6849,510100I0000057274,金科苑社区三区,9838.011
5270,510100I0000053709,川音小区,9838.283
16595,510100I0000084811,/,9839.042
1897,510100I0000003879,前锋路2号院,9839.269
18032,510100I0000088104,/,9839.344
19060,510100I0000090654,/,9840
6495,510100I0000056387,/,9840.32
12185,510100I0000070362,老面粉厂宿舍,9840.395
7738,510100I0000059190,北部桂庭,9840.657
14651,510100I0000074964,东方怡景,9840.704
5412,510100I0000054050,紫金花园,9841.867
17165,510100I0000086161,卓越融信云门望古,9842.347
2713,510100I0000005273,福安怡景,9842.591
6535,510100I0000056463,金河路27号院,9843.548
16337,510100I0000084209,/,9843.745
7977,510100I0000060675,/,9845.697
7915,510100I0000060203,红光镇社区四组院,9846.553
16302,510100I0000084133,/,9847.267
4102,510100I0000036880,瑞云小区,9847.529
9051,510100I0000064486,祥瑞苑,9847.6045
15968,510100I0000083335,大石桥5组143号院,9847.661
16397,510100I0000084354,/,9848.159
4103,510100I0000036881,瑞云小区,9848.402
4110,510100I0000036888,瑞云小区,9848.554
17474,510100I0000086805,/,9848.834
17044,510100I0000085869,/,9849.125
3038,510100I0000006203,博客小镇小上海,9849.821
11420,510100I0000069037,师友路3号院,9850.291
1813,510100I0000003728,西北路(257_277号)院,9850.742
7797,510100I0000059273,烽火新区,9851.268
1598,510100I0000002962,仁义村八组居民住宅,9851.709
15899,510100I0000083182,/,9851.747
5666,510100I0000054856,国宁馨居,9851.784
6271,510100I0000056028,雅竹苑,9853.456
1994,510100I0000004018,云凌花乡,9853.918
3580,510100I0000007758,爱家天地B区,9853.983
5166,510100I0000052687,物资局宿舍,9854.256
6544,510100I0000056534,海滨苑一期,9854.895
8072,510100I0000061574,新化苑,9854.989
2050,510100I0000004139,北正街60_96号院,9855.299
16014,510100I0000083428,/,9856.089
17461,510100I0000086781,/,9856.211
16578,510100I0000084785,/,9857.556
15787,510100I0000082924,/,9857.611
7431,510100I0000058536,圃园路社区沙湾路57号居民住宅,9857.997
15854,510100I0000083070,/,9858.156
17368,510100I0000086583,/,9858.193
7923,510100I0000060265,闲置地,9858.551
16599,510100I0000084822,/,9859.425
11049,510100I0000068399,东城拐街17号院,9859.999
16110,510100I0000083650,/,9860.592
535,510100I0000000802,汇景城,9860.695
9772,510100I0000066055,保和一期,9860.733
4398,510100I0000048510,二组居民住宅,9861.0625
19294,510100I0000091164,/,9861.118
15820,510100I0000083004,/,9862.22
4974,510100I0000051936,陶然村紫云轩,9862.679
668,510100I0000000989,东街东巷54-78号院,9863.245
15286,510100I0000081507,府河阳光,9863.366
1614,510100I0000002986,电力公寓,9863.555
4332,510100I0000046593,源滩,9864.552
1636,510100I0000003025,华逸花园·新都苑,9865.465
19356,510100I0000091281,/,9865.6045
4892,510100I0000051825,星光四季花园,9865.851
19293,510100I0000091163,/,9865.851
3121,510100I0000006433,香城名都,9866.829
2039,510100I0000004092,安平东路1-47号院,9866.9795
15683,510100I0000082703,/,9867.147
6784,510100I0000057071,金科苑社区二区,9867.402
5405,510100I0000054037,沙河新居,9868.202
16293,510100I0000084094,/,9868.344
16573,510100I0000084774,/,9868.626
5938,510100I0000055423,岚牌街74号院,9868.683
12310,510100I0000070639,玉馨苑,9869.003
15826,510100I0000083020,大石桥3组69号院,9869.078
9042,510100I0000064472,罗曼星城,9869.539
15459,510100I0000081879,运生苑,9870.02
15305,510100I0000081557,家和·阳光,9870.085
1288,510100I0000001937,旺静苑,9870.659
13872,510100I0000073596,城隍东巷39号院,9870.998
18635,510100I0000089625,/,9871.846
4217,510100I0000037108,忠义社区居民住宅,9872.533
16080,510100I0000083584,/,9873.352
2011,510100I0000004057,伊甸花都,9874.086
2000,510100I0000004027,聚鑫苑,9874.123
6848,510100I0000057273,金科苑社区六区,9874.322
11479,510100I0000069168,万年路2号院落,9875.207
3341,510100I0000007186,蓉西新城B区,9875.254
1972,510100I0000003975,印刷厂宿舍,9875.301
4868,510100I0000051788,蓝色理想,9876.337
1936,510100I0000003923,靖源下街((49_95号)院,9876.525
8432,510100I0000062742,文锦路2号院,9876.647
17519,510100I0000086900,/,9876.694
8741,510100I0000063916,三强南路二段166号院,9876.751
5511,510100I0000054269,文家新城,9877.034
4767,510100I0000051309,中和中学教师宿舍,9877.101
3874,510100I0000036034,/,9877.203
5868,510100I0000055302,仪隆村隆府南巷16号院,9877.617
7377,510100I0000058448,红花东路17号院,9877.93
18266,510100I0000088685,/,9878.042
4112,510100I0000036890,瑞云小区,9878.221
19713,510100I0000092154,春天里,9878.334
14712,510100I0000075220,龙桥小区,9878.409
5518,510100I0000054315,西金苑A区,9879.314
18132,510100I0000088328,/,9879.502
3169,510100I0000006606,世丰村2组40号院,9880.915
77,510100I0000000127,富民巷88号-94号院,9881.028
6941,510100I0000057461,银沙路40号院,9882.207
6008,510100I0000055522,置信·逸都花园C区,9882.339
398,510100I0000000582,飞龙街147号-150号院,9882.621
543,510100I0000000822,新华路一段123号-175号院,9882.734
16381,510100I0000084319,/,9882.753
16039,510100I0000083491,/,9882.913
16301,510100I0000084125,/,9882.932
5976,510100I0000055463,犀湖街100号院,9883.4795
16612,510100I0000084859,都市人家,9885.326
127,510100I0000000188,庙山村5组26-29号院,9885.345
8930,510100I0000064259,千禧华庭,9885.723
3112,510100I0000006418,瓦店社区二组居民住宅,9886.373
6200,510100I0000055827,/,9886.731
5357,510100I0000053969,成华区法庭住宿区,9886.75
7595,510100I0000058906,江陵公寓,9887.702
3791,510100I0000035853,呱呱叫,9887.815
4172,510100I0000037056,斑竹园镇忠义社区鹤鸣路居民住宅,9888.08
899,510100I0000001366,教师苑,9888.259
6199,510100I0000055826,箐蓉青年公寓,9888.9375
1589,510100I0000002948,清河上院,9889.137
3768,510100I0000035812,福聚小区,9889.636
3386,510100I0000007477,博海锦城,9890.589
1947,510100I0000003939,上河街2号院,9890.993
15804,510100I0000082968,/,9891.381
1811,510100I0000003725,上城花园,9892.919
14269,510100I0000074273,营康路77号院,9892.956
16123,510100I0000083688,/,9893.041
7381,510100I0000058453,红花北路16号院,9893.239
1673,510100I0000003170,广都花园二期,9894.909
11582,510100I0000069354,慈惠堂街37号居民住宅,9895.004
1601,510100I0000002967,翰林巷居民住宅,9896.052
8885,510100I0000064179,白河路一段33号院,9896.514
16994,510100I0000085746,/,9897.543
2129,510100I0000004241,大云村三组61号院,9898.3545
4165,510100I0000037049,斑竹园镇忠义社区鹤鸣路居民住宅,9898.8545
50,510100I0000000095,陈家巷2号-26号院,9898.864
4867,510100I0000051785,蔚蓝花城A区,9899.487
1959,510100I0000003959,建设巷2号院,9899.609
13945,510100I0000073734,省建总公司红军院宿舍,9899.997
112,510100I0000000171,新富街557-589号院,9900.082
16732,510100I0000085161,/,9900.394
11297,510100I0000068833,锦绣上城,9900.875
4621,510100I0000050591,东府花园,9901.998
2207,510100I0000004383,释迦桥下街52_148号院,9902.414
3146,510100I0000006502,金色家园,9903.236
6185,510100I0000055811,望丛中路(54_64号)院,9903.586
3321,510100I0000007028,场镇社区临江路143号-153号,9903.945
8547,510100I0000063029,蛟龙金座公寓,9903.953
17434,510100I0000086724,/,9904.5205
7919,510100I0000060233,今日花园·熙苑,9904.879
282,510100I0000000430,新石路78号-88号院,9905.078
10783,510100I0000068012,祥和里123号,9905.2295
5574,510100I0000054624,双柏苑,9905.456
8381,510100I0000062646,花样年·好花园,9906.032
4402,510100I0000048514,南熏街院,9906.656
5661,510100I0000054849,犀浦上街35号院,9906.675
16833,510100I0000085393,/,9906.948
14555,510100I0000074757,城市家园,9907.516
19667,510100I0000092032,/,9908.555
8518,510100I0000062888,绿洲红泰黄鹂园,9909.141
5892,510100I0000055326,仪隆村望学巷55号院,9909.244
11194,510100I0000068650,鼓楼北三街32号院,9909.386
17631,510100I0000087176,/,9909.841
12430,510100I0000070833,群益路2号院,9909.991
4091,510100I0000036869,瑞云小区,9910.171
15958,510100I0000083311,/,9910.389
8581,510100I0000063187,宗申·赛纳维,9910.596
3790,510100I0000035852,/,9911.191
17173,510100I0000086170,/,9912.638
7163,510100I0000057889,馨碧苑,9912.779
3824,510100I0000035946,西街竹籣园,9913.034
8936,510100I0000064270,四川省地震地质勘测中心宿舍,9913.0625
8060,510100I0000061404,碧桂园·十里源墅,9913.338
17667,510100I0000087255,马家场正街1_5号院,9913.772
3813,510100I0000035925,/,9914.973
3202,510100I0000006675,繁江北路48号院,9915.578
1975,510100I0000003979,西正街(237_259号)院,9915.626
5374,510100I0000053995,青铁家园,9916.079
1792,510100I0000003696,外北街（29_43号）院,9916.666
6541,510100I0000056530,天和街60号院,9917.762
7973,510100I0000060663,林湾名居,9918.32
16438,510100I0000084455,/,9919.182
14059,510100I0000073919,邮政宿舍,9919.381
15608,510100I0000082507,/,9919.806
5888,510100I0000055322,仪隆村广仪巷24号附1号院,9920.156
4400,510100I0000048512,南熏街院,9920.327
171,510100I0000000248,泉水苑,9920.402
3820,510100I0000035940,小南街居民住宅,9920.592
2712,510100I0000005254,/,9921.216
11295,510100I0000068831,二仙桥南一路36号院,9921.376
7584,510100I0000058886,蓉都大道南二段292号院,9921.622
15507,510100I0000082137,双流客运站,9921.679
3186,510100I0000006656,清心园,9922.057
1893,510100I0000003874,前锋路49号院,9922.096
7403,510100I0000058485,金沙路社区金沙路117号,9922.2
7383,510100I0000058456,二环路北三段106号院,9923.005
7510,510100I0000058676,新业花园三期,9923.013
9162,510100I0000064680,锦绣华都铂郡,9923.922
5369,510100I0000053985,青龙乡政府宿舍,9924.205
7678,510100I0000059084,博雅新城,9925.267
18073,510100I0000088208,/,9925.267
65,510100I0000000113,建富巷14号附17号院,9925.274
4223,510100I0000037116,半岛云著,9925.834
5087,510100I0000052141,名景花园二期,9925.834
470,510100I0000000673,安全街7号-45号院,9926.231
6491,510100I0000056380,雍渡小区,9926.364
5659,510100I0000054847,西汇兴苑一区,9926.506
14313,510100I0000074325,金桂源,9926.524
7955,510100I0000060468,保利·天和,9927.671
18776,510100I0000089965,/,9929.109
15553,510100I0000082307,融侨悦蓉城,9931.013
4428,510100I0000049352,环路南西段居民住宅,9931.089
7976,510100I0000060668,成都后花园4期,9931.439
3171,510100I0000006608,滨江东路105号院,9931.657
7133,510100I0000057829,赛云台北支路2号院,9931.998
586,510100I0000000874,新华路一段49号院,9932.149
4270,510100I0000037292,/,9932.964
17016,510100I0000085804,/,9933.239
18526,510100I0000089326,/,9933.277
17566,510100I0000087021,/,9933.694
16482,510100I0000084567,/,9933.901
1737,510100I0000003552,金马街93号院,9935.125
16761,510100I0000085242,/,9936.081
3338,510100I0000007183,鱼凫苑,9936.441
7578,510100I0000058863,团结小区,9936.755
10372,510100I0000067295,成都市市政工程公司宿舍,9936.867
5796,510100I0000055168,市场街12号院,9937.389
3266,510100I0000006810,回南3组30号院,9937.428
8557,510100I0000063048,石牛村住宅楼,9937.684
7547,510100I0000058772,客家新居,9937.778
14872,510100I0000076602,富桥小区,9938.109
5356,510100I0000053968,青龙小区,9938.242
7793,510100I0000059267,和嘉大院,9938.403
8144,510100I0000061940,大都保峰玖著,9938.536
1979,510100I0000003983,小南街8号院,9938.905
1980,510100I0000003984,西街10_28号)院,9938.973
8481,510100I0000062808,诗锦苑,9939.048
6584,510100I0000056616,明月锦苑北苑,9939.304
9149,510100I0000064654,花月中街17号院,9939.513
8729,510100I0000063893,新丰佳苑,9940.214
15258,510100I0000081378,包家巷156号院,9940.489
15099,510100I0000078384,人居天府世家,9940.584
1795,510100I0000003702,西北路(215_241号)院,9941.011
18768,510100I0000089949,/,9941.162
19466,510100I0000091446,卓越·悦山府,9941.446
14547,510100I0000074746,西河镇公立卫生院,9942.66
17281,510100I0000086400,/,9942.679
17385,510100I0000086614,/,9943.323
3883,510100I0000036052,清溪村2组,9944.623
7653,510100I0000059037,晨光小区,9944.765
5949,510100I0000055435,思源学校教师公寓,9946.757
7679,510100I0000059085,博雅新城,9946.899
10804,510100I0000068039,成都市政公司宿舍,9947.003
4129,510100I0000036907,瑞云小区,9947.241
1127,510100I0000001725,正西街81号院,9947.734
5020,510100I0000052011,静和街172号院,9947.905
14061,510100I0000073923,抚琴西路250号院,9947.999
7922,510100I0000060252,廊桥印象,9948.256
15912,510100I0000083208,/,9948.503
13984,510100I0000073817,安康苑,9950.001
14084,510100I0000073956,文华路新13号院,9950.429
16515,510100I0000084644,/,9951.578
19462,510100I0000091442,仓库,9951.701
6209,510100I0000055840,文明路25_禹庙上街123号院,9951.853
16686,510100I0000085035,/,9951.89
4179,510100I0000037063,斑竹园镇忠义社区鹤鸣路居民住宅,9952.108
5256,510100I0000053645,天元村6组,9952.251
3087,510100I0000006372,龙家湾小区,9952.764
1235,510100I0000001860,华文苑C区,9953.001
14079,510100I0000073949,文华路14号院,9953.001
2124,510100I0000004234,大云村三组46号65号院,9953.305
7410,510100I0000058498,金牛区工商局宿舍,9953.997
750,510100I0000001155,/,9954.928
14204,510100I0000074177,力佧苑,9955.346
19547,510100I0000091730,/,9955.364
4825,510100I0000051707,怡和新城D区,9956
10978,510100I0000068291,方正东街58号院,9956
4106,510100I0000036884,瑞云小区,9956.011
7850,510100I0000059383,惠民西苑,9956.105
5740,510100I0000054983,犀浦下街66号院,9956.902
14636,510100I0000074925,百悦天鹅湖(南区),9956.912
18361,510100I0000088937,/,9957.179
6520,510100I0000056438,喜安街1－9号，金河路2／4／6号院,9957.928
18353,510100I0000088919,盐井8组43号院,9958.261
14724,510100I0000075252,二环路西三段181号院,9958.4795
5872,510100I0000055306,仪隆村隆府南巷68号附1号院,9958.564
17763,510100I0000087455,/,9958.708
217,510100I0000000310,交通路57-63号院,9960.189
7179,510100I0000057917,天府名苑,9960.417
14400,510100I0000074450,为民路社区光荣北路6号,9960.996
8569,510100I0000063071,美河花园,9961.499
5650,510100I0000054829,岚牌宿舍,9962.563
19162,510100I0000090871,/,9962.744
19458,510100I0000091437,成都东安湖木棉花酒店,9962.858
8929,510100I0000064258,税务局宿舍,9963.086
7071,510100I0000057681,五里墩东二巷1号院,9963.114
19281,510100I0000091142,/,9963.114
8728,510100I0000063892,书香庭院,9963.467
6708,510100I0000056920,鸿发街2_90号院,9964.787
18567,510100I0000089427,/,9964.882
179,510100I0000000260,新阳街20-40号院,9964.91
16752,510100I0000085215,/,9965.318
15801,510100I0000082961,乐平三组2号院,9966.232
3885,510100I0000036054,/,9966.412
6783,510100I0000057066,/,9966.916
2340,510100I0000004569,水乡北二街6号院,9967.135
17004,510100I0000085767,/,9967.221
3925,510100I0000036209,新都·学府花苑,9967.543
17469,510100I0000086797,/,9968.294
1723,510100I0000003518,金沙路29_57号院,9969.91
11100,510100I0000068488,大安西路15号,9970.263
9344,510100I0000065236,明珠花园,9970.3
6799,510100I0000057098,金泉阳光·畅新苑,9970.758
16256,510100I0000084008,/,9971.231
17352,510100I0000086554,/,9971.328
17617,510100I0000087147,/,9973.068
16497,510100I0000084598,/,9973.438
6999,510100I0000057554,五里墩中三巷1号院,9974.095
1937,510100I0000003924,靖源下街(35_47号)院,9974.657
372,510100I0000000548,政府街49号-71号院,9974.923
3979,510100I0000036692,钟鸣苑,9975.541
1722,510100I0000003514,鑫福苑,9975.864
11385,510100I0000068984,师友路1号院,9975.997
1864,510100I0000003822,释迦桥上街154号院,9976.636
5726,510100I0000054955,红光镇社区1号,9976.921
6262,510100I0000056007,滨清路14号院,9977.892
5050,510100I0000052063,圣和小居,9978.386
3166,510100I0000006600,清渔街1113号~1177号院,9978.538
4124,510100I0000036902,瑞云小区,9978.871
9120,510100I0000064586,君雁·优禾,9979.081
13826,510100I0000073505,至善居,9979.119
3212,510100I0000006689,四川新都二中教师宿舍,9979.186
661,510100I0000000979,新华路二段175-197号院,9979.262
3180,510100I0000006641,世玺,9979.348
6772,510100I0000057044,/,9981.08
3447,510100I0000007547,成都通信工程建设局家属院,9982.003
14215,510100I0000074204,营和街22号院,9982.469
18419,510100I0000089071,/,9982.755
7353,510100I0000058401,金牛区红花西路14号院,9983.221
18385,510100I0000088987,/,9984.525
4360,510100I0000047826,学府芳邻集贤苑,9984.821
16260,510100I0000084013,/,9985.012
2526,510100I0000004911,香城榕园,9985.068
4287,510100I0000037362,怡馨苑,9986.001
18225,510100I0000088584,/,9986.316
215,510100I0000000308,政文街26号-94号院,9986.363
1158,510100I0000001761,国悦公寓,9987.878
13063,510100I0000071941,清溪雅苑,9988.649
4097,510100I0000036875,瑞云小区,9989.288
18156,510100I0000088398,/,9989.783
18227,510100I0000088588,董家坝5组27号院,9990.412
8559,510100I0000063050,石牛村住宅楼,9990.889
16548,510100I0000084721,/,9990.965
9123,510100I0000064592,三鑫·雨竹居,9992.385
7523,510100I0000058715,白莲小区,9992.413
19268,510100I0000091115,/,9992.413
1954,510100I0000003952,川电宿舍,9992.433
566,510100I0000000848,东街东段4号-68号院,9992.509
7667,510100I0000059066,德新公寓,9993.128
3425,510100I0000007519,科兴东段555号院,9993.442
1567,510100I0000002912,环路西北段居民住宅,9993.489
2356,510100I0000004596,万寿北街133-151号/万寿北街153-万寿北街153号附7号/育才街144-122号/万寿北街1,9994.644
8409,510100I0000062704,簇锦家园B区,9994.767
19633,510100I0000091955,/,9994.862
5069,510100I0000052111,金色逸景,9996.482
4035,510100I0000036813,瑞云小区,9996.855
7345,510100I0000058388,爱民路126号院,9997.131
18442,510100I0000089135,/,9998.848
15437,510100I0000081837,新风路39号院,9998.924
6588,510100I0000056621,泸天化泸成小区,9999.982
5123,510100I0000052213,龙泉驿区纪委宿舍,10000.001
14023,510100I0000073871,马鞍街43号院,10000.001
14474,510100I0000074576,人民北路社区卧牛巷3号,10000.001
5622,510100I0000054769,犀丹小区,10000.125
2037,510100I0000004090,安平东路97号院,10000.67
23,510100I0000000067,建富巷14号院,10000.726
4628,510100I0000050601,下街48号院,10000.869
16316,510100I0000084156,/,10001.432
19331,510100I0000091237,/,10001.68
17120,510100I0000086055,/,10001.719
6757,510100I0000057015,林湾家园,10001.823
6781,510100I0000057064,/,10002.138
17342,510100I0000086533,/,10004.371
16296,510100I0000084102,/,10005.238
13832,510100I0000073515,营康西路1号院,10006.277
3228,510100I0000006727,新兴公司宿舍,10006.583
5207,510100I0000053552,攀枝花小区,10006.642
1804,510100I0000003715,西北路22号院,10006.852
7683,510100I0000059096,北庭阳光,10006.928
13939,510100I0000073718,一环路北四段199号院,10007.032
8314,510100I0000062454,万寿路11_15号院,10008.665
4341,510100I0000046888,川电南小区,10008.817
7271,510100I0000058116,交桂二巷21号院,10008.999
7272,510100I0000058117,交桂二巷23号院,10010.697
18572,510100I0000089437,/,10010.908
1794,510100I0000003700,西北路304号院,10011.013
6798,510100I0000057097,金玺园,10011.366
16852,510100I0000085434,联工村3组65号院,10011.442
8527,510100I0000062941,景秀泉城一期,10011.48
4905,510100I0000051849,御嶺春天,10011.51
1907,510100I0000003891,学府河滨,10011.882
17265,510100I0000086370,/,10011.92
4101,510100I0000036879,瑞云小区,10013.534
4952,510100I0000051907,双龙路144号院,10013.819
7943,510100I0000060371,/,10013.858
11338,510100I0000068903,祥和苑东区,10013.935
3155,510100I0000006526,石坝社区4组25号院,10013.953
718,510100I0000001080,/,10014.115
17693,510100I0000087313,/,10014.594
6699,510100I0000056870,国光·揽悦,10014.612
6217,510100I0000055850,/,10014.832
16496,510100I0000084597,/,10015.263
7603,510100I0000058922,兴云雅筑,10015.807
14540,510100I0000074698,锦绣东方,10016.056
18708,510100I0000089823,明月村七组,10016.342
1572,510100I0000002917,唐昌镇蔬菜社区五组居民住宅,10016.371
4339,510100I0000046885,环路南西段居民住宅,10016.915
7942,510100I0000060356,金玉府,10017.383
4024,510100I0000036802,瑞云小区,10017.632
15545,510100I0000082269,/,10017.861
4043,510100I0000036821,瑞云小区,10018.215
18667,510100I0000089713,/,10018.215
5236,510100I0000053615,菊松村二组居民住宅,10018.769
1339,510100I0000002005,华阳佳苑,10019.3125
3090,510100I0000006377,龙家湾,10020.001
7846,510100I0000059375,城建双城,10020.432
15486,510100I0000082048,山子花间,10020.851
15593,510100I0000082471,/,10023.441
19514,510100I0000091602,/,10023.623
7120,510100I0000057803,五丰苑,10023.747
16527,510100I0000084670,/,10024.005
4390,510100I0000048185,花样年江山城（在建）,10024.293
1905,510100I0000003889,千禧家园,10024.837
3712,510100I0000007999,臻熙·亲睦家,10024.895
9041,510100I0000064471,瑞升明院,10025.038
4313,510100I0000046417,汇景新城,10025.258
16801,510100I0000085321,/,10025.44
5209,510100I0000053556,成灌路西段居民小区,10025.697
17646,510100I0000087218,/,10026.061
7414,510100I0000058505,光荣社区金沙路127号,10026.138
4074,510100I0000036852,瑞云小区,10026.577
6501,510100I0000056402,尚公馆,10027.036
5108,510100I0000052189,山水人家,10028.146
19724,510100I0000092186,/,10028.241
7750,510100I0000059204,那成一期,10028.355
4851,510100I0000051757,东山国际新城C区阿尔卑斯森林园,10028.614
1284,510100I0000001932,新华苑,10028.997
18932,510100I0000090353,精城花园,10029.245
3949,510100I0000036583,素馨园(丽阳小区A区),10030.46
108,510100I0000000167,民和路4-72号院,10031.235
1976,510100I0000003980,西正街157号院,10031.665
260,510100I0000000397,/,10031.819
2190,510100I0000004350,西正街150_196号院,10032.9
16551,510100I0000084726,/,10033.034
6529,510100I0000056453,雍渡小区,10033.416
2249,510100I0000004443,水岸丽景,10034.182
5617,510100I0000054761,阳光小区9号院,10034.728
1571,510100I0000002916,北正街居民住宅,10035.714
