id,log_price,price,lon,lat
2399,8.719561,6121.489,104.1473169,30.8183055
2400,8.811263,6709.388,104.1470487,30.81805134
2401,8.272271,3913.8281,104.1466756,30.83630129
2402,8.818654,6759.161,104.1513572,30.83412019
2403,8.561712,5227.6245,104.1527564,30.83380315
2404,8.621373,5549.001,104.1521435,30.83296582
2405,8.996145,8071.908,104.162364,30.81792716
2406,8.723897,6148.092,104.1614734,30.81798301
2407,8.817543,6751.656,104.1616521,30.81742598
2408,8.81872,6759.6055,104.1606811,30.81789107
2409,8.760923,6379.9995,104.1605927,30.81710065
2410,9.153384,9446.355,104.1526045,30.81888893
2411,8.970696,7869.0806,104.1589181,30.81785823
2412,8.71606,6100.0947,104.1565797,30.81792853
2413,8.611412,5494.001,104.1570954,30.81926407
2414,8.8044,6663.5015,104.1594486,30.81920751
2415,8.60325,5449.3384,104.1557316,30.81973911
2416,8.705081,6033.4907,104.154359,30.81827563
2417,8.731358,6194.1313,104.1525288,30.82039505
2418,8.749396,6306.8794,104.1468243,30.82225043
2419,8.558256,5209.5884,104.1451816,30.82405509
2420,8.565769,5248.876,104.1424715,30.82314054
2421,8.813667,6725.539,104.1483228,30.81940794
2422,8.598339,5422.646,104.1411534,30.82354948
2423,9.035979,8399.936,104.1404018,30.82224059
2424,8.702168,6015.944,104.1483235,30.82525188
2425,8.5322075,5075.638,104.1609408,30.83809108
2426,8.278464,3938.142,104.167964,30.83934554
2427,8.448166,4666.506,104.1676179,30.83718664
2428,8.594965,5404.3804,104.1661581,30.83615811
2429,8.713089,6082,104.1622945,30.83264836
2430,9.2158575,10055.324,104.1649806,30.83547273
2431,8.978462,7930.4272,104.1513019,30.8281391
2432,8.8325205,6853.5386,104.1492638,30.82502091
2433,8.8575735,7027.41,104.1504814,30.82502737
2434,9.081129,8787.883,104.1497063,30.82636545
2435,8.415126,4514.8433,104.1536358,30.8288995
2436,8.717875,6111.1763,104.1525652,30.8285368
2437,8.556544,5200.678,104.1546314,30.82935791
2438,8.528292,5055.802,104.1553061,30.82886651
2439,8.663647,5788.6055,104.1568526,30.82940787
2440,8.698059,5991.272,104.1577282,30.83024793
2441,8.641335,5660.8794,104.1588176,30.83005275
2442,8.611978,5497.109,104.1585205,30.83004098
2443,8.583129,5340.7905,104.1587216,30.83044722
2444,8.488348,4857.8345,104.1601433,30.83067782
2445,8.793777,6593.09,104.1598752,30.82993196
2446,8.506132,4944.9995,104.1608364,30.82999399
2447,8.570972,5276.2583,104.1613796,30.82990211
2448,8.973442,7890.715,104.1619064,30.83133661
2449,8.630489,5599.8174,104.1626719,30.83127899
2450,8.672399,5839.489,104.1633656,30.83011497
2451,8.540192,5116.3247,104.1619503,30.83080872
2452,8.912121,7421.384,104.1621009,30.83036199
2453,9.273157,10648.317,104.1625019,30.81941387
2454,9.427156,12421.155,104.1657249,30.82265914
2455,8.633465,5616.505,104.1645653,30.82168815
2456,9.041685,8448.001,104.1649127,30.82302236
2457,8.839067,6898.5566,104.1639268,30.82246719
2458,8.694113,5967.6753,104.1637505,30.82188462
2459,9.012037,8201.212,104.1631445,30.82297289
2460,8.501247,4920.9033,104.1607317,30.82382427
2461,9.029657,8347,104.161859,30.82344485
2462,8.481339,4823.907,104.1613749,30.82365573
2463,8.455685,4701.7246,104.1605933,30.82305625
2464,8.680332,5886.0015,104.1608095,30.82230037
2465,8.709239,6058.63,104.1607393,30.82018396
2466,8.733192,6205.5073,104.1598423,30.81969594
2467,8.703638,6024.7905,104.1595201,30.8224254
2468,8.616537,5522.2305,104.1596313,30.82157167
2469,8.800164,6635.334,104.1592988,30.8208205
2470,8.936824,7606.9976,104.1597564,30.82053643
2471,8.730798,6190.664,104.1549813,30.82074333
2472,8.676653,5864.3843,104.1527037,30.82305877
2473,9.174046,9643.56,104.1538531,30.82153639
2474,8.744996,6279.1885,104.1593147,30.82324802
2475,8.536402,5096.9707,104.1584269,30.82276291
2476,8.473134,4784.487,104.1587304,30.82315646
2477,8.530011,5064.5024,104.1589717,30.82386038
2478,8.869102,7108.891,104.1588619,30.82359173
2479,8.599939,5431.33,104.1585362,30.82399125
2480,8.556002,5197.8574,104.1583136,30.82302634
2481,8.613285,5504.301,104.1578859,30.82297767
2482,8.566162,5250.9385,104.1581217,30.82339739
2483,8.564517,5242.3076,104.1584725,30.82250496
2484,8.776289,6478.7896,104.15592,30.82134872
2485,8.758598,6365.183,104.1666739,30.82432138
2486,8.668283,5815.508,104.1668187,30.82529531
2487,8.54578,5144.9976,104.1663488,30.82560493
2488,8.729186,6180.6953,104.166398,30.82516591
2489,8.850819,6980.101,104.161994,30.82433941
2490,8.480842,4821.5063,104.1626966,30.82408401
2491,8.567303,5256.931,104.1634657,30.82437235
2492,8.679632,5881.8823,104.1637506,30.82388479
2493,8.671842,5836.238,104.1643928,30.82424416
2494,8.729074,6179.9995,104.1633353,30.8251757
2495,8.771525,6448.0005,104.163813,30.82551505
2496,8.769781,6436.763,104.1639325,30.82494471
2497,8.535505,5092.4043,104.165396,30.82439763
2498,8.859437,7040.518,104.1608238,30.82464106
2499,8.588726,5370.767,104.1602393,30.8252098
2500,8.597937,5420.4634,104.1602268,30.82447173
2501,8.622194,5553.559,104.1561185,30.82488695
2502,8.637086,5636.8794,104.1516553,30.82659924
2503,8.6423025,5666.362,104.1548769,30.82786911
2504,8.668571,5817.1826,104.1537486,30.8264744
2505,8.650782,5714.612,104.1575602,30.82862418
2506,9.08371,8810.59,104.1601459,30.82906852
2507,8.609295,5482.3813,104.1601471,30.82856918
2508,9.154463,9456.549,104.1608198,30.82833615
2509,8.6364155,5633.1016,104.1609417,30.82886827
2510,8.583912,5344.9736,104.1601132,30.82817072
2511,8.616858,5524,104.1620156,30.82877077
2512,8.600561,5434.7085,104.1619474,30.82809524
2513,8.626352,5576.699,104.1619988,30.82721613
2514,8.605549,5461.8833,104.1620197,30.82686242
2515,8.859575,7041.491,104.1633574,30.82628752
2516,8.69734,5986.966,104.1640346,30.82625705
2517,8.701868,6014.136,104.1640348,30.82682534
2518,8.846906,6952.842,104.1647539,30.8280033
2519,8.649899,5709.5674,104.1645564,30.82964999
2520,8.703997,6026.9517,104.1620102,30.8371453
2521,9.030155,8351.155,104.1706709,30.83500961
2522,8.655195,5739.8896,104.1671391,30.83180378
2523,8.633022,5614.02,104.1661809,30.83108878
2524,8.679652,5882.0005,104.1636641,30.83188063
2525,9.208846,9985.068,104.1720437,30.8364032
2526,8.665223,5797.7373,104.1706506,30.83286023
2527,9.122263,9156.9,104.169874,30.83339948
2528,8.768623,6429.315,104.1682837,30.83022862
2529,8.827646,6820.215,104.1690562,30.82916655
2530,8.824605,6799.5044,104.1685647,30.82929481
2531,8.818344,6757.0664,104.1701855,30.83053697
2532,8.774435,6466.7896,104.169844,30.83513137
2533,8.613332,5504.5586,104.1654428,30.83223836
2534,8.724709,6153.083,104.1656296,30.83169654
2535,8.745314,6281.1826,104.165163,30.83189782
2536,8.501054,4919.9507,104.1662219,30.83408249
2537,8.529588,5062.3584,104.1657094,30.83298842
2538,8.501835,4923.7954,104.1661361,30.83327979
2539,8.695911,5978.419,104.1645033,30.83205567
2540,8.650649,5713.854,104.163802,30.83149502
2541,8.831444,6846.164,104.1654298,30.82957247
2542,9.15153,9428.858,104.1688092,30.82832635
2543,8.814802,6733.1753,104.1661717,30.8281594
2544,8.67325,5844.464,104.1663371,30.82676058
2545,8.741457,6257.0054,104.1651475,30.83112263
2546,8.7663965,6415.014,104.1659174,30.82879029
2547,8.812513,6717.7827,104.1654881,30.82891362
2548,8.828494,6826,104.1670932,30.82693278
2549,8.771151,6445.5845,104.1662283,30.82718753
2550,8.69511,5973.6313,104.1665718,30.82630955
2551,8.709181,6058.278,104.1661597,30.82633002
2552,8.815969,6741.0396,104.1656243,30.82790002
2553,8.817961,6754.4766,104.1662092,30.82784498
2554,8.7373295,6231.2324,104.1671484,30.82656283
2555,8.724005,6148.754,104.166939,30.82637201
2556,8.704244,6028.441,104.1678556,30.82664104
2557,8.623405,5560.289,104.1688205,30.83190322
2558,8.734983,6216.6313,104.1672584,30.83043072
2559,8.803575,6658.0005,104.1664906,30.83001773
2560,8.743217,6268.031,104.166406,30.83016749
2561,8.772713,6455.661,104.1658905,30.82923385
2562,8.620941,5546.604,104.1681852,30.83219432
2563,8.704834,6032,104.1680442,30.83148671
2564,8.705801,6037.836,104.1674661,30.8326998
2565,8.70701,6045.142,104.1678031,30.8310777
2566,8.798098,6621.6353,104.1670968,30.83069842
2567,8.820822,6773.8286,104.1669331,30.83093218
2568,8.465899,4749.998,104.1661929,30.83475411
2569,8.371189,4320.771,104.1663296,30.83295432
2570,8.5923,5389.999,104.1662115,30.8324593
2571,8.612507,5500.0195,104.1661781,30.83205199
2572,8.639759,5651.9683,104.1661939,30.8315869
2573,8.794012,6594.6377,104.1656383,30.83111783
2574,8.708563,6054.5347,104.1648692,30.8305026
2575,8.706934,6044.6807,104.1659861,30.83038863
2576,8.554632,5190.7437,104.1672012,30.83440431
2577,8.553611,5185.444,104.1671399,30.83533009
2578,8.787205,6549.8975,104.1670172,30.834853
2579,8.729599,6183.248,104.1677952,30.82710352
2580,8.69887,5996.1304,104.1692091,30.83053675
2581,8.673206,5844.2075,104.1690519,30.83094931
2582,8.5657215,5248.6255,104.1648946,30.83237739
2583,8.458928,4716.9995,104.169144,30.83183171
2584,8.671611,5834.8906,104.150599,30.82670924
2585,8.779459,6499.36,104.1506185,30.82594311
2586,8.625732,5573.243,104.1507919,30.82579963
2587,8.695779,5977.626,104.1504978,30.82605271
2588,8.652627,5725.167,104.1510687,30.82654284
2589,8.567119,5255.964,104.160773,30.82922709
2590,8.570927,5276.0166,104.161494,30.82882051
2591,8.501765,4923.4526,104.1611824,30.829007
2592,8.916371,7452.9956,104.1665645,30.82979454
2593,8.762075,6387.3545,104.1648487,30.82893566
2594,8.757908,6360.79,104.1648475,30.82940825
2595,8.870681,7120.1265,104.1640892,30.82959476
2596,8.842537,6922.532,104.1638597,30.82947667
2597,8.715126,6094.403,104.1637596,30.82966641
2598,8.619163,5536.748,104.1634715,30.82958737
2599,8.482832,4831.112,104.1631191,30.82953942
2600,8.602427,5444.8555,104.1622906,30.82948375
2601,8.842749,6923.9985,104.1620121,30.82992072
2602,8.664817,5795.383,104.1626659,30.83003069
2603,8.725523,6158.096,104.1628166,30.83037849
2604,8.672924,5842.5576,104.1640113,30.83001268
2605,8.588497,5369.538,104.1643979,30.83015228
2606,8.694147,5967.8804,104.1642477,30.83046379
2607,8.725785,6159.7114,104.164035,30.83027414
2608,8.423239,4551.621,104.1635847,30.83098193
2609,8.521174,5019.946,104.1637009,30.83068753
2610,8.398189,4439.0186,104.1609823,30.8310682
2611,8.607399,5471.9976,104.1611682,30.83079228
2612,8.544086,5136.291,104.1605865,30.83065062
2613,9.063463,8634,104.1592512,30.83179604
2614,8.613596,5506.0127,104.1615168,30.83210718
2615,8.624702,5567.5063,104.1617789,30.83223369
2616,8.768519,6428.647,104.1617869,30.8325049
2617,8.906242,7377.8853,104.1627093,30.83309668
2618,8.669595,5823.139,104.1640619,30.83472251
2619,8.634055,5619.822,104.163932,30.83530446
2620,8.428613,4576.147,104.1635183,30.83567781
2621,8.810723,6705.7676,104.1632481,30.83589358
2622,8.612929,5502.3433,104.1628159,30.83604377
2623,8.45084,4679.0015,104.1621412,30.83575132
2624,8.658237,5757.378,104.1668338,30.83621143
2625,8.686578,5922.878,104.1690951,30.83433895
2626,8.430321,4583.97,104.1662263,30.83359059
2627,8.518192,5004.998,104.1669851,30.83307
